Frame No., x, y
2085,1296,898
2086,1330,894
2087,1357,890
2088,1388,890
2089,1420,850
2090,1444,875
2091,1471,875
2092,1500,874
2093,1525,869
2094,1550,862
2095,1575,861
2096,1602,859
2097,1623,856
2098,1643,849
2099,1663,846
2100,1688,849
2101,1711,843
2102,1728,842
2103,1733,836
2104,1733,836
2105,1733,832
2106,1739,830
2107,1742,827
2108,1750,823
2109,1753,821
2110,1760,820
2111,1764,816
2112,1764,816
2113,1773,811
2114,1778,811
2115,1784,810
2116,1790,803
2117,1790,800
2118,1795,801
2119,1801,803
2120, -, -
2121,1815,795
2122,1815,795
2123,1818,795
2124, -, -
2125,1828,790
2126,1838,788
2127,1844,788
2128,1844,779
2129,1846,784
2130,1853,779
2131,1857,781
2132,1862,781
2133,1865,778
2134,1871,777
2135, -, -
2136, -, -
2137, -, -
2138, -, -
2139, -, -
2140, -, -
2141, -, -
2142, -, -
2143,1841,700
2144,1840,690
2145,1840,682
2146,1840,678
2147,1832,672
2148,1829,662
2149,1829,655
2150,1825,649
2151,1824,643
2152,1824,636
2153,1819,630
2154,1815,621
2155,1815,617
2156,1813,613
2157,1812,607
2158,1812,600
2159,1809,597
2160,1809,591
2161,1812,588
2162,1812,587
2163,1815,587
2164,1815,587
2165,1819,587
2166,1819,587
2167,1819,587
2168,1824,584
2169,1824,584
2170,1825,585
2171,1826,578
2172,1828,582
2173,1829,579
2174,1834,581
2175,1829,578
2176,1834,576
2177,1834,579
2178,1834,579
2179,1837,574
2180,1837,574
2181, -, -
2182, -, -
2183, -, -
2184, -, -
2185, -, -
2186, -, -
2187,1855,517
2188, -, -
2189, -, -
2190, -, -
2191,1859,488
2192,1859,482
2193,1860,478
2194,1863,471
2195,1863,468
2196,1863,459
2197,1865,452
2198,1868,447
2199,1866,443
2200,1866,437
2201,1869,432
2202,1869,427
2203,1869,423
2204,1869,418
2205,1869,416
2206,1869,410
2207,1872,407
2208,1872,403
2209,1871,400
2210,1871,395
2211,1874,391
2212,1874,391
2213,1874,387
2214,1874,381
2215,1874,381
2216,1878,378
2217,1877,372
2218,1877,372
2219,1878,368
2220,1878,363
2221,1878,363
2222,1880,359
2223,1880,356
2224,1880,356
2225,1884,352
2226,1880,352
2227,1868,347
2228,1857,346
2229,1849,342
2230,1840,340
2231,1829,340
2232,1819,340
2233,1813,339
2234,1800,337
2235,1797,333
2236,1787,333
2237,1778,331
2238,1773,330
2239,1767,326
2240,1759,326
2241,1751,326
2242,1745,324
2243,1741,323
2244,1736,320
2245,1729,320
2246,1722,318
2247,1711,318
2248,1710,316
2249,1704,313
2250,1696,314
2251,1688,311
2252,1686,311
2253, -, -
2254, -, -
2255, -, -
2256, -, -
2257,1651,297
2258,1637,288
2259,1626,282
2260,1615,278
2261,1602,273
2262,1593,268
2263,1583,262
2264,1574,256
2265,1568,252
2266,1558,246
2267,1549,244
2268,1537,243
2269,1531,234
2270,1524,231
2271,1516,227
2272,1510,224
2273,1502,221
2274,1497,217
2275,1490,214
2276,1485,208
2277,1478,204
2278,1475,202
2279,1466,198
2280,1460,197
2281,1454,192
2282,1451,191
2283,1445,188
2284,1442,185
2285,1435,185
2286,1429,181
2287,1425,178
2288,1422,175
2289,1417,171
2290,1413,171
2291,1407,168
2292,1406,171
2293,1398,168
2294,1395,163
2295,1389,159
2296,1386,155
2297,1383,156
2298,1377,153
2299,1376,156
2300,1370,153
2301,1369,152
2302,1361,149
2303,1358,144
2304,1355,140
2305,1354,146
2306,1351,146
2307,1351,147
2308,1349,144
2309,1349,144
2310,1349,144
2311,1349,144
2312,1346,147
2313,1346,149
2314,1346,152
2315,1345,149
2316,1345,149
2317,1345,149
2318,1339,152
2319,1339,152
2320,1339,152
2321,1339,152
2322,1339,152
2323,1336,152
2324,1332,153
2325,1333,150
2326,1332,155
2327,1330,152
2328,1326,152
2329,1321,153
2330,1312,162
2331,1308,160
2332,1301,163
2333,1293,168
2334,1289,171
2335,1281,172
2336,1279,175
2337, -, -
2338, -, -
2339, -, -
2340, -, -
2341, -, -
2342, -, -
2343, -, -
2344,1231,200
2345,1227,202
2346,1219,202
2347,1216,208
2348,1212,210
2349,1206,210
2350,1205,214
2351,1199,217
2352,1194,217
2353,1193,220
2354,1185,220
2355,1180,217
2356,1175,218
2357,1171,218
2358,1166,221
2359,1162,221
2360,1157,221
2361,1153,223
2362,1147,221
2363,1144,223
2364,1138,223
2365,1125,221
2366,1112,220
2367,1097,220
2368,1087,220
2369,1073,218
2370,1061,220
2371,1050,218
2372,1036,218
2373,1022,218
2374,1014,221
2375,1002,220
2376,992,218
2377,982,221
2378,968,221
2379,961,221
2380,949,220
2381,943,220
2382,933,218
2383,927,218
2384,918,218
2385,909,218
2386,900,220
2387,895,220
2388,889,220
2389,881,220
2390,874,220
2391,866,218
2392,861,221
2393,855,221
2394,847,217
2395,843,220
2396,837,218
2397,830,218
2398,824,218
2399,819,220
2400,806,216
2401,800,216
2402,784,210
2403,772,207
2404,765,207
2405,751,208
2406,738,207
2407,728,207
2408,716,204
2409,708,201
2410,701,201
2411,688,200
2412,679,200
2413,669,200
2414,658,201
2415,651,194
2416,640,194
2417,632,195
2418,621,192
2419,615,195
2420,605,192
2421,598,191
2422,589,192
2423,581,192
2424,573,191
2425,562,189
2426,559,189
2427,552,189
2428,547,188
2429,537,188
2430,534,187
2431,527,188
2432,521,188
2433,512,185
2434,508,185
2435,494,188
2436,466,184
2437,437,181
2438,406,182
2439,379,181
2440,354,181
2441,324,187
2442,298,179
2443,276,178
2444,246,179
2445,223,176
2446,203,176
2447,175,181
2448,152,179
2449,129,178
2450,104,173
2451,85,175
2452,66,178
2453,45,176
2454,25,176
2455,4,175
2456, -, -
2457, -, -
2458, -, -
2459, -, -
2460, -, -
2461, -, -
2462, -, -
2463, -, -
2464, -, -
2465, -, -
2466, -, -
2467, -, -
2468, -, -
2469, -, -
2470, -, -
2471, -, -
2472, -, -
2473, -, -
2474, -, -
2475, -, -
2476, -, -
2477, -, -
2478, -, -
2479, -, -
2480, -, -
2481, -, -
2482, -, -
2483, -, -
2484, -, -
2485, -, -
2486, -, -
2487, -, -
2488, -, -
2489, -, -
2490, -, -
2491, -, -
2492, -, -
2493, -, -
2494, -, -
2495, -, -
2496, -, -
2497, -, -
2498,14,111
2499,28,114
2500,33,108
2501,48,111
2502,62,111
2503,69,114
2504,79,114
2505,90,110
2506,98,108
2507,106,104
2508,116,102
2509,124,101
2510,135,104
2511,144,102
2512,152,102
2513,156,100
2514, -, -
2515, -, -
2516,183,97
2517,190,94
2518,196,92
2519,205,97
2520,211,94
2521,218,94
2522,225,97
2523,233,94
2524,236,92
2525,245,91
2526,249,92
2527,254,92
2528,259,94
2529,270,92
2530,274,91
2531,279,91
2532,282,89
2533,289,89
2534,295,89
2535,299,89
2536,304,88
2537,311,84
2538,316,82
2539,323,86
2540,323,86
2541,329,86
2542,335,85
2543,341,85
2544,344,85
2545,351,84
2546,357,85
2547,358,84
2548,364,82
2549,367,82
2550,372,82
2551,375,79
2552,382,79
2553,385,81
2554,389,78
2555,394,76
2556,397,78
2557,404,78
2558,407,78
2559,407,76
2560,412,76
2561,416,75
2562, -, -
2563, -, -
2564, -, -
2565, -, -
2566, -, -
2567, -, -
2568, -, -
2569, -, -
2570, -, -
2571, -, -
2572, -, -
2573, -, -
2574, -, -
2575, -, -
2576, -, -
2577, -, -
2578, -, -
2579, -, -
2580, -, -
2581, -, -
2582,478,75
2583,485,76
2584,485,75
2585,490,75
2586,490,75
2587,493,76
2588,496,75
2589,500,78
2590,503,78
2591,508,76
2592,508,76
2593,508,79
2594,513,75
2595,516,78
2596,515,76
2597,521,78
2598,524,78
2599,524,78
2600,527,75
2601,530,76
2602,533,78
2603,537,76
2604,539,76
2605,543,76
2606,544,76
2607,547,76
2608,549,76
2609,552,75
2610,553,75
2611,555,76
2612,561,75
2613,562,76
2614,564,75
2615,568,72
2616,570,75
2617,571,76
2618,574,76
2619,576,76
2620,581,78
2621,583,75
2622,583,75
2623,586,75
2624,589,75
2625,593,75
2626,593,75
2627,596,76
2628,601,72
2629,601,75
2630,604,73
2631,605,75
2632,608,72
2633,611,73
2634,615,76
2635,614,75
2636,618,76
2637,618,73
2638,621,73
2639,623,76
2640,626,75
2641,630,73
2642,630,73
2643,635,73
2644,636,73
2645,642,75
2646,638,75
2647,640,75
2648,643,73
2649,646,73
2650,648,75
2651,652,75
2652,652,75
2653,654,72
2654,654,72
2655,660,73
2656,663,72
2657,661,73
2658,664,73
2659,667,75
2660,666,72
2661, -, -
2662,676,73
2663,674,75
2664,677,75
2665,679,75
2666,679,73
2667,686,73
2668,683,75
2669,686,73
2670,685,73
2671,689,73
2672,694,75
2673,695,73
2674,695,75
2675,700,76
2676,700,76
2677,701,75
2678,704,75
2679,704,76
2680,705,75
2681,711,76
2682,711,76
2683,714,75
2684,714,73
2685,719,76
2686,720,75
2687,720,75
2688,723,72
2689,725,72
2690,726,73
2691,726,73
2692,729,73
2693,732,73
2694,732,75
2695,735,76
2696,734,75
2697,739,76
2698,742,75
2699,744,73
2700,744,75
2701,744,75
2702,744,76
2703,747,78
2704,748,76
2705,754,78
2706,751,76
2707,754,75
2708,757,76
2709,757,75
2710,759,75
2711,763,76
2712,760,78
2713,763,75
2714,763,76
2715,768,78
2716,765,76
2717,770,78
2718,773,78
2719,773,75
2720,778,73
2721,778,73
2722,778,73
2723,778,73
2724,778,73
2725,778,73
2726,778,73
2727,773,76
2728,772,79
2729,769,75
2730,768,75
2731,766,75
2732,762,73
2733, -, -
2734, -, -
2735,757,63
2736,759,65
2737,754,59
2738,750,55
2739,744,52
2740,741,49
2741,735,46
2742,732,44
2743,729,43
2744,725,39
2745,719,40
2746,716,34
2747,714,36
2748,710,37
2749,707,37
2750,704,34
2751,700,33
2752,695,31
2753,692,36
2754,691,33
2755,686,36
2756,683,34
2757,680,34
2758,674,36
2759,670,36
2760,667,34
2761,664,34
2762,660,34
2763,657,33
2764,654,36
2765,649,33
2766,646,33
2767,642,34
2768,639,33
2769,636,31
2770,635,30
2771,632,31
2772,624,31
2773,624,31
2774,621,31
2775,617,30
2776,612,31
2777,611,34
2778,604,31
2779,604,33
2780,598,34
2781,598,33
2782,595,34
2783,592,34
2784,589,34
2785,587,36
2786,586,37
2787,578,36
2788,578,36
2789,578,36
2790,571,34
2791,573,37
2792,571,37
2793,570,37
2794,565,37
2795, -, -
2796, -, -
2797,568,46
2798,564,43
2799,565,44
2800, -, -
2801, -, -
2802, -, -
2803, -, -
2804, -, -
2805, -, -
2806, -, -
2807, -, -
2808, -, -
2809, -, -
2810, -, -
2811,564,46
2812,564,39
2813,564,34
2814,565,31
2815,564,27
2816,565,23
2817,565,20
2818,565,15
2819,567,13
2820,567,10
2821,564,5
2822,565,5
2823,567,7
2824,567,8
2825,564,7
2826,567,5
2827,567,5
2828,567,5
2829,567,5
2830,567,5
2831,567,5
2832,571,8
2833,571,8
2834,571,8
2835,574,8
2836,574,8
2837,577,7
2838,578,8
2839,578,10
2840,583,10
2841,583,8
2842,584,8
2843,584,8
2844,586,10
2845,587,7
2846,589,10
2847,589,10
2848,592,10
2849,592,7
2850,596,7
2851,596,7
2852,596,7
2853,596,7
2854,596,7
2855,599,7
2856,599,7
2857,602,11
2858,604,11
2859,604,11
2860,604,11
2861,604,13
2862,605,15
2863,609,14
2864,608,18
2865,615,18
2866,623,10
2867, -, -
2868, -, -
2869, -, -
2870, -, -
2871, -, -
2872, -, -
2873, -, -
2874, -, -
2875, -, -
2876, -, -
2877, -, -
2878, -, -
2879, -, -
2880, -, -
2881, -, -
2882, -, -
2883, -, -
2884, -, -
2885, -, -
2886, -, -
2887, -, -
2888, -, -
2889, -, -
2890, -, -
2891, -, -
2892,955,5
2893,970,13
2894, -, -
2895,999,31
2896,1010,46
2897,1022,57
2898,1033,66
2899,1047,79
2900,1057,95
2901,1038,86
2902,1019,81
2903, -, -
2904,974,62
2905,954,56
2906,931,50
2907,914,43
2908,893,40
2909,872,36
2910,855,31
2911,830,28
2912,813,26
2913,793,27
2914,776,21
2915,756,21
2916,734,24
2917,717,26
2918,697,30
2919,676,34
2920,657,39
2921,640,40
2922,621,46
2923,605,53
2924,587,62
2925,564,68
2926,546,73
2927,530,88
2928,509,92
2929,493,105
2930,475,117
2931,454,127
2932,440,142
2933,419,155
2934,404,171
2935,385,185
2936,369,201
2937,354,217
2938,332,234
2939,317,250
2940,304,253
2941,292,244
2942,282,239
2943,270,230
2944,255,226
2945,246,220
2946,234,213
2947,221,208
2948,211,207
2949,197,205
2950,189,205
2951,175,201
2952,165,202
2953,155,201
2954,149,207
2955,131,207
2956,122,213
2957,110,216
2958,101,220
2959,87,223
2960,82,230
2961,67,239
2962,57,246
2963,47,256
2964,39,268
2965,48,252
2966,53,242
2967,59,231
2968,64,221
2969,69,211
2970,81,205
2971,85,198
2972,93,191
2973,100,185
2974,107,184
2975,113,182
2976,119,182
2977,128,181
2978,137,179
2979,144,182
2980,150,187
2981,155,189
2982,162,195
2983,172,201
2984,174,207
2985,184,213
2986,190,226
2987,197,233
2988,206,246
2989,214,258
2990,221,269
2991,228,285
2992,234,298
2993,242,316
2994,251,334
2995,256,352
2996,262,371
2997,273,394
2998,-,-
2999,-,-
